Community Health,1429764089
Community Health|Public Health,1429764089
Community Health|Public Health|Central Administration,96440296
Community Health|Public Health|Central Administration|Facilities Maintenance,45000
Community Health|Public Health|Central Administration|Facilities Maintenance|Facilities Maintenance Projects-Budget,45000
Community Health|Public Health|Central Administration|Facilities Maintenance|Facilities Maintenance Projects-Budget|Facilities Maintenance-Budget,45000
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits,4617225
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Dental Coverage,206616
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,206616
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Health Service,1355195
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,541209
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Health Service|Health Service-City Match,813986
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits,127144
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits|Flexible Benefit Package,84339
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits|Fringe Adjustments-Budget,-10153
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,52958
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Retirement,1980762
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Retirement|Retire City Misc,1738613
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Retirement|Retirement Pick Up,162015
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Retirement|Retirement Pick Up (Nurses),80134
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Social Security,915023
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),726597
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),188426
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Unemployment Insurance,32485
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,32485
Community Health|Public Health|Central Administration|Materials & Supplies,472848
Community Health|Public Health|Central Administration|Materials & Supplies|Materials & Supplies Budget Only,472848
Community Health|Public Health|Central Administration|Materials & Supplies|Materials & Supplies Budget Only|Materials & Supplies-Budget,472848
Community Health|Public Health|Central Administration|Non Personnel Services,72608041
Community Health|Public Health|Central Administration|Non Personnel Services|Employee Expenses,3165
Community Health|Public Health|Central Administration|Non Personnel Services|Employee Expenses|Employee Field Expenses-Budget,3165
Community Health|Public Health|Central Administration|Non Personnel Services|Maintenance Svcs-Building & Structures,88359
Community Health|Public Health|Central Administration|Non Personnel Services|Maintenance Svcs-Building & Structures|Scavenger Services,88359
Community Health|Public Health|Central Administration|Non Personnel Services|Maintenance Svcs-Equipment,1425250
Community Health|Public Health|Central Administration|Non Personnel Services|Maintenance Svcs-Equipment|Maint Svcs-Equipment-Budget,1425250
Community Health|Public Health|Central Administration|Non Personnel Services|Membership Fees,12562
Community Health|Public Health|Central Administration|Non Personnel Services|Membership Fees|Membership Fees,12562
Community Health|Public Health|Central Administration|Non Personnel Services|Other Current Expenses,63468143
Community Health|Public Health|Central Administration|Non Personnel Services|Other Current Expenses|Other Current Expenses,476000
Community Health|Public Health|Central Administration|Non Personnel Services|Other Current Expenses|Other Current Expenses - Budget,62992143
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services,7287657
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services|CHN Services,288306
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services|Other Medical Services,417886
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services|Other Professional Services,181000
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services|Professional & Specialized Svcs-Budget,2575258
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services|Systems Consulting Services,3825207
Community Health|Public Health|Central Administration|Non Personnel Services|Rents & Leases-Buildings & Structures,272412
Community Health|Public Health|Central Administration|Non Personnel Services|Rents & Leases-Buildings & Structures|Rents/Leases-Bldgs & Structures-Budget,272412
Community Health|Public Health|Central Administration|Non Personnel Services|Rents & Leases-Equipment,29297
Community Health|Public Health|Central Administration|Non Personnel Services|Rents & Leases-Equipment|Rents & Leases-Equipment-Budget,29297
Community Health|Public Health|Central Administration|Non Personnel Services|Training,11403
Community Health|Public Health|Central Administration|Non Personnel Services|Training|Training - Budget,11403
Community Health|Public Health|Central Administration|Non Personnel Services|Travel,9793
Community Health|Public Health|Central Administration|Non Personnel Services|Travel|Non-Air Travel - Employees,9793
Community Health|Public Health|Central Administration|Overhead,80983
Community Health|Public Health|Central Administration|Overhead|Overhead,80983
Community Health|Public Health|Central Administration|Overhead|Overhead|Department Overhead,80983
Community Health|Public Health|Central Administration|Programmatic Projects,550000
Community Health|Public Health|Central Administration|Programmatic Projects|Programmatic Projects-Budget,550000
Community Health|Public Health|Central Administration|Programmatic Projects|Programmatic Projects-Budget|Capital Renewal Projects,550000
Community Health|Public Health|Central Administration|Salaries,12994076
Community Health|Public Health|Central Administration|Salaries|Holiday Pay,24916
Community Health|Public Health|Central Administration|Salaries|Holiday Pay|Holiday Pay - Misc,24916
Community Health|Public Health|Central Administration|Salaries|Overtime,48855
