Community Health,1441738455
Community Health|Public Health,1441738455
Community Health|Public Health|Central Administration,69344386
Community Health|Public Health|Central Administration|Facilities Maintenance,28941
Community Health|Public Health|Central Administration|Facilities Maintenance|Facilities Maintenance Projects-Budget,28941
Community Health|Public Health|Central Administration|Facilities Maintenance|Facilities Maintenance Projects-Budget|Facilities Maintenance-Budget,28941
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits,4251837
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Dental Coverage,185160
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,185160
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Health Service,1349670
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,578536
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Health Service|Health Service-City Match,771134
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits,194430
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits|Flexible Benefit Package,73001
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits|Fringe Adjustments-Budget,61811
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,59618
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Retirement,1535658
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Retirement|Retire City Misc,1279696
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Retirement|Retirement Pick Up,185077
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Retirement|Retirement Pick Up (Nurses),70885
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Social Security,959431
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),760064
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),199367
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Unemployment Insurance,27488
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,27488
Community Health|Public Health|Central Administration|Materials & Supplies,597178
Community Health|Public Health|Central Administration|Materials & Supplies|Materials & Supplies Budget Only,597178
Community Health|Public Health|Central Administration|Materials & Supplies|Materials & Supplies Budget Only|Materials & Supplies-Budget,597178
Community Health|Public Health|Central Administration|Non Personnel Services,45198287
Community Health|Public Health|Central Administration|Non Personnel Services|Employee Expenses,3165
Community Health|Public Health|Central Administration|Non Personnel Services|Employee Expenses|Employee Field Expenses-Budget,3165
Community Health|Public Health|Central Administration|Non Personnel Services|Maintenance Svcs-Building & Structures,88359
Community Health|Public Health|Central Administration|Non Personnel Services|Maintenance Svcs-Building & Structures|Scavenger Services,88359
Community Health|Public Health|Central Administration|Non Personnel Services|Maintenance Svcs-Equipment,1437595
Community Health|Public Health|Central Administration|Non Personnel Services|Maintenance Svcs-Equipment|Maint Svcs-Equipment-Budget,1437595
Community Health|Public Health|Central Administration|Non Personnel Services|Membership Fees,12562
Community Health|Public Health|Central Administration|Non Personnel Services|Membership Fees|Membership Fees,12562
Community Health|Public Health|Central Administration|Non Personnel Services|Other Current Expenses,34658778
Community Health|Public Health|Central Administration|Non Personnel Services|Other Current Expenses|Other Current Expenses,476000
Community Health|Public Health|Central Administration|Non Personnel Services|Other Current Expenses|Other Current Expenses - Budget,34182778
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services,8545688
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services|CHN Services,366804
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services|Other Medical Services,417886
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services|Other Professional Services,181000
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services|Professional & Specialized Svcs-Budget,2688225
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services|Systems Consulting Services,4891773
Community Health|Public Health|Central Administration|Non Personnel Services|Rents & Leases-Buildings & Structures,272412
Community Health|Public Health|Central Administration|Non Personnel Services|Rents & Leases-Buildings & Structures|Rents/Leases-Bldgs & Structures-Budget,272412
Community Health|Public Health|Central Administration|Non Personnel Services|Rents & Leases-Equipment,29297
Community Health|Public Health|Central Administration|Non Personnel Services|Rents & Leases-Equipment|Rents & Leases-Equipment-Budget,29297
Community Health|Public Health|Central Administration|Non Personnel Services|Training,140738
Community Health|Public Health|Central Administration|Non Personnel Services|Training|Training - Budget,140738
Community Health|Public Health|Central Administration|Non Personnel Services|Travel,9693
Community Health|Public Health|Central Administration|Non Personnel Services|Travel|Non-Air Travel - Employees,9693
Community Health|Public Health|Central Administration|Overhead,60052
Community Health|Public Health|Central Administration|Overhead|Overhead,60052
Community Health|Public Health|Central Administration|Overhead|Overhead|Department Overhead,60052
Community Health|Public Health|Central Administration|Salaries,13746028
Community Health|Public Health|Central Administration|Salaries|Holiday Pay,24916
Community Health|Public Health|Central Administration|Salaries|Holiday Pay|Holiday Pay - Misc,24916
Community Health|Public Health|Central Administration|Salaries|Overtime,53855
Community Health|Public Health|Central Administration|Salaries|Overtime|Overtime - Misc,53855
Community Health|Public Health|Central Administration|Salaries|Permanent Salaries-Misc,12308068
Community Health|Public Health|Central Administration|Salaries|Permanent Salaries-Misc|Misc-Regular,12308068
Community Health|Public Health|Central Administration|Salaries|Permanent Salaries-Nurses,1181704
Community Health|Public Health|Central Administration|Salaries|Permanent Salaries-Nurses|Nurses-Regular,1181704
Community Health|Public Health|Central Administration|Salaries|Premium Pay,100259
Community Health|Public Health|Central Administration|Salaries|Premium Pay|Premium Pay - Misc,100259
Community Health|Public Health|Central Administration|Salaries|Temp Salaries-Misc,77226
Community Health|Public Health|Central Administration|Salaries|Temp Salaries-Misc|Temp-Regular-Misc,77226
Community Health|Public Health|Central Administration|Services of Other Depts,5804204
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds),5804204
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|EF-PUC-Water Charges,12600
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-CON-Financial Systems,158065
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-CON-Internal Audits,1679915
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-CON-Management Services,23463
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Chf-Youth Works,176904
