Community Health,1996438272
Community Health|Public Health,1996438272
Community Health|Public Health|Capital Asset Planning,4200000
Community Health|Public Health|Capital Asset Planning|Capital Outlay,4200000
Community Health|Public Health|Capital Asset Planning|Capital Outlay|Bldgs, Structures & Improvements,4200000
Community Health|Public Health|Capital Asset Planning|Capital Outlay|Bldgs, Structures & Improvements|Bldgs Struct Imprv-T Project-Budget,4200000
Community Health|Public Health|Central Administration,90098132
Community Health|Public Health|Central Administration|Capital Outlay,810000
Community Health|Public Health|Central Administration|Capital Outlay|Equip Purchase,810000
Community Health|Public Health|Central Administration|Capital Outlay|Equip Purchase|Data Processing Equipment,810000
Community Health|Public Health|Central Administration|Facilities Maintenance,61740
Community Health|Public Health|Central Administration|Facilities Maintenance|Facilities Maintenance Projects-Budget,61740
Community Health|Public Health|Central Administration|Facilities Maintenance|Facilities Maintenance Projects-Budget|Facilities Maintenance-Budget,61740
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits,11255256
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Dental Coverage,316794
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,316794
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Health Service,3428264
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,1948187
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Health Service|Health Service-City Match,752081
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Health Service|Retiree Health Care - City Match-Prop B,727996
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits,114694
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits|Flexible Benefit Package,40957
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits|Fringe Adjustments-Budget,-1
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,73738
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Retirement,5272041
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Retirement|Retire City Misc,5272041
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Social Security,2049904
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),1622318
