Community Health,2153111291
Community Health|Public Health,2153111291
Community Health|Public Health|Capital Asset Planning,100000
Community Health|Public Health|Capital Asset Planning|Unappropriated Fund Balance,100000
Community Health|Public Health|Capital Asset Planning|Unappropriated Fund Balance|Unappropriated Fund Balance,100000
Community Health|Public Health|Capital Asset Planning|Unappropriated Fund Balance|Unappropriated Fund Balance|Prior Year Designated Reserve,100000
Community Health|Public Health|Central Administration,61123647
Community Health|Public Health|Central Administration|Charges for Services,734250
Community Health|Public Health|Central Administration|Charges for Services|Outpatient Revenues,734000
Community Health|Public Health|Central Administration|Charges for Services|Outpatient Revenues|Medi-Cal TCM/MAA,734000
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges,250
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges|Misc Public Health Revenue,250
Community Health|Public Health|Central Administration|Expenditure Recovery,1150971
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds,1150971
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Adult Probation (AAO),17413
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr City Planning (AAO),6000
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr District Attorney (AAO),5000
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Fire Dept (AAO),237459
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Resources (AAO),86612
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Services (AAO),462750
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Police Commission (AAO),212524
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Public Library (AAO),104028
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr War Memorial (AAO),19185
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal,2212335
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal|Federal-Other,2212335
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal|Federal-Other|Federal Direct Grant,213713
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal|Federal-Other|Federal Grants Pass-Through State/Other,1998622
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State,30792393
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State|State - Other,112393
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State|State - Other|Other State Grants & Subventions,112393
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State|State-Health & Welfare Sales Tax,3780000
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State|State-Health & Welfare Sales Tax|Health/Welfare Sales Tax Allocation,3780000
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State|State-Health & Welfare Veh License Fees,26900000
