Community Health,1429764089
Community Health|Public Health,1429764089
Community Health|Public Health|Central Administration,103072842
Community Health|Public Health|Central Administration|Charges for Services,1525120
Community Health|Public Health|Central Administration|Charges for Services|Outpatient Revenues,1524870
Community Health|Public Health|Central Administration|Charges for Services|Outpatient Revenues|Medi-Cal TCM/MAA,1524870
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges,250
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges|Misc Public Health Revenue,250
Community Health|Public Health|Central Administration|Expenditure Recovery,364648
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds,364648
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Services (AAO),364648
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal,1575629
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal|Federal-Other,1575629
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal|Federal-Other|Federal Grants Pass-Through State/Other,480114
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal|Federal-Other|Recovery Indirect Grant Costs,1095515
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State,33772000
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State|State-Health & Welfare Sales Tax,6599900
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State|State-Health & Welfare Sales Tax|Health/Welfare Sales Tax Allocation,6599900
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State|State-Health & Welfare Veh License Fees,27172100
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State|State-Health & Welfare Veh License Fees|Motor Veh Lic Fee-Realignment Fund,27172100
Community Health|Public Health|Central Administration|Operating Transfers In,64724640
Community Health|Public Health|Central Administration|Operating Transfers In|Other Operating Transfers In (Oti),64724640
Community Health|Public Health|Central Administration|Operating Transfers In|Other Operating Transfers In (Oti)|OTI Fr 5H-General Hospital Fund,64724640
Community Health|Public Health|Central Administration|Other Revenues,1400000
Community Health|Public Health|Central Administration|Other Revenues|Gain/(Loss) On Sales of Fixed Assets,1400000
Community Health|Public Health|Central Administration|Other Revenues|Gain/(Loss) On Sales of Fixed Assets|Gain/Loss-Sale of Land,1400000
Community Health|Public Health|Central Administration|Rents & Concessions,75453
Community Health|Public Health|Central Administration|Rents & Concessions|Other City Property Rentals,38853
Community Health|Public Health|Central Administration|Rents & Concessions|Other City Property Rentals|Other City Property Rentals,38853
Community Health|Public Health|Central Administration|Rents & Concessions|Parking Garage/Lot Rentals,36600
Community Health|Public Health|Central Administration|Rents & Concessions|Parking Garage/Lot Rentals|Employee Parking,36600
Community Health|Public Health|Central Administration|Transfer Adjustments-Sources,-364648
Community Health|Public Health|Central Administration|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-364648
Community Health|Public Health|Central Administration|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-364648
Community Health|Public Health|Children's Baseline,0
Community Health|Public Health|Children's Baseline|Expenditure Recovery,13521051
Community Health|Public Health|Children's Baseline|Expenditure Recovery|Recovery for Svcs to AAO Funds,13516973
Community Health|Public Health|Children's Baseline|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Child,Youth & Fam (AAO),2552399
Community Health|Public Health|Children's Baseline|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Children Youth & Familie(AAO),3625479
Community Health|Public Health|Children's Baseline|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Children and Families (AAO),2313502
Community Health|Public Health|Children's Baseline|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Services (AAO),4986693
Community Health|Public Health|Children's Baseline|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Juvenile Court (AAO),38900
Community Health|Public Health|Children's Baseline|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds,4078
Community Health|Public Health|Children's Baseline|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds|Exp Rec-Unallocated (Non-AAO Fds),4078
Community Health|Public Health|Children's Baseline|Transfer Adjustments-Sources,-13521051
Community Health|Public Health|Children's Baseline|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-13521051
Community Health|Public Health|Children's Baseline|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-13521051
Community Health|Public Health|Comm Hlth - Comm Support - Housing,2418887
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Expenditure Recovery,1473177
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Expenditure Recovery|Recovery for Svcs to AAO Funds,473000
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Services (AAO),473000
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds,1000177
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds|Exp Rec-Unallocated (Non-AAO Fds),1000177
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Intergovernmental Revenues-Federal,2418887
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Intergovernmental Revenues-Federal|Federal-Other,2418887
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Intergovernmental Revenues-Federal|Federal-Other|Federal Direct Grant,2418887
