Community Health,1642439130
Community Health|Public Health,1642439130
Community Health|Public Health|Central Administration,146998573
Community Health|Public Health|Central Administration|Charges for Services,1845735
Community Health|Public Health|Central Administration|Charges for Services|Net Patient Revenue,133000
Community Health|Public Health|Central Administration|Charges for Services|Net Patient Revenue|Medical Cannabis Id Card,133000
Community Health|Public Health|Central Administration|Charges for Services|Outpatient Revenues,1309000
Community Health|Public Health|Central Administration|Charges for Services|Outpatient Revenues|Medi-Cal TCM/MAA,1309000
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges,403735
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges|Birth Certificate Fee,71135
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges|Death Certificate Fee,184350
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges|Misc Public Health Revenue,250
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges|Other Health Fee,130000
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges|Removal Permit Fee,18000
Community Health|Public Health|Central Administration|Expenditure Recovery,526322
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds,526322
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Services (AAO),334614
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr ISD (AAO),191708
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal,1509611
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal|Federal-Other,1509611
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal|Federal-Other|Federal Grants Pass-Through State/Other,414096
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal|Federal-Other|Recovery Indirect Grant Costs,1095515
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State,31757000
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State|State-Health & Welfare Sales Tax,7862000
