Community Health,2176141930
Community Health|Public Health,2176141930
Community Health|Public Health|Central Administration,201378961
Community Health|Public Health|Central Administration|Capital Outlay,425000
Community Health|Public Health|Central Administration|Capital Outlay|Bldgs, Structures & Improvements,425000
Community Health|Public Health|Central Administration|Capital Outlay|Bldgs, Structures & Improvements|Bldgs Struct Imprv-T Project-Budget,425000
Community Health|Public Health|Central Administration|Debt Service,2894200
Community Health|Public Health|Central Administration|Debt Service|Debt Service - Budget Only,2894200
Community Health|Public Health|Central Administration|Debt Service|Debt Service - Budget Only|Debt Service-Budget,2894200
Community Health|Public Health|Central Administration|Facilities Maintenance,71471
Community Health|Public Health|Central Administration|Facilities Maintenance|Facilities Maintenance Projects-Budget,71471
Community Health|Public Health|Central Administration|Facilities Maintenance|Facilities Maintenance Projects-Budget|Facilities Maintenance-Budget,71471
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits,25951423
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Dental Coverage,725626
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,725626
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Health Service,9237408
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,5160386
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Health Service|Health Service-City Match,1968331
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Health Service|Retiree Health Care - City Match -Prop C,703691
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Health Service|Retiree Health Care - City Match-Prop B,1405000
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits,467353
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits|Flexible Benefit Package,291972
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,171079
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Other Fringe Benefits|Other Fringe Benefits,4302
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Retirement,11149747
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Retirement|Retire City Misc,11149747
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Social Security,4211313
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),3352128
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),859185
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Unemployment Insurance,159976
Community Health|Public Health|Central Administration|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,159976
Community Health|Public Health|Central Administration|Materials & Supplies,3298466
Community Health|Public Health|Central Administration|Materials & Supplies|Food,5050
Community Health|Public Health|Central Administration|Materials & Supplies|Food|Food,5050
Community Health|Public Health|Central Administration|Materials & Supplies|Materials & Supplies Budget Only,2293416
Community Health|Public Health|Central Administration|Materials & Supplies|Materials & Supplies Budget Only|Materials & Supplies-Budget,2293416
Community Health|Public Health|Central Administration|Materials & Supplies|Other Materials & Supplies,1000000
Community Health|Public Health|Central Administration|Materials & Supplies|Other Materials & Supplies|Data Processing Supplies,1000000
Community Health|Public Health|Central Administration|Non Personnel Services,39235385
Community Health|Public Health|Central Administration|Non Personnel Services|Employee Expenses,8575
Community Health|Public Health|Central Administration|Non Personnel Services|Employee Expenses|Employee Field Expenses-Budget,8575
Community Health|Public Health|Central Administration|Non Personnel Services|Maintenance Svcs-Building & Structures,88359
Community Health|Public Health|Central Administration|Non Personnel Services|Maintenance Svcs-Building & Structures|Scavenger Services,88359
Community Health|Public Health|Central Administration|Non Personnel Services|Maintenance Svcs-Equipment,4616220
Community Health|Public Health|Central Administration|Non Personnel Services|Maintenance Svcs-Equipment|DP/WP Equipment Maint,4520656
Community Health|Public Health|Central Administration|Non Personnel Services|Maintenance Svcs-Equipment|Maint Svcs-Equipment-Budget,95564
Community Health|Public Health|Central Administration|Non Personnel Services|Membership Fees,233722
Community Health|Public Health|Central Administration|Non Personnel Services|Membership Fees|Membership Fees,233722
Community Health|Public Health|Central Administration|Non Personnel Services|Other Current Expenses,2225029
Community Health|Public Health|Central Administration|Non Personnel Services|Other Current Expenses|Other Current Expenses,100000
Community Health|Public Health|Central Administration|Non Personnel Services|Other Current Expenses|Other Current Expenses - Budget,342193
Community Health|Public Health|Central Administration|Non Personnel Services|Other Current Expenses|Software Licensing Fees,1752564
Community Health|Public Health|Central Administration|Non Personnel Services|Other Current Expenses|Subscriptions,30272
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services,30587890
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services|Other Medical Services,1500
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services|Other Professional Services,75824
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services|Professional & Specialized Svcs-Budget,4576356
Community Health|Public Health|Central Administration|Non Personnel Services|Professional & Specialized Services|Systems Consulting Services,25934210
Community Health|Public Health|Central Administration|Non Personnel Services|Rents & Leases-Buildings & Structures,321412
Community Health|Public Health|Central Administration|Non Personnel Services|Rents & Leases-Buildings & Structures|Rents/Leases-Bldgs & Structures-Budget,321412
Community Health|Public Health|Central Administration|Non Personnel Services|Rents & Leases-Equipment,184992
Community Health|Public Health|Central Administration|Non Personnel Services|Rents & Leases-Equipment|Data Processing Equip Rental,155695
Community Health|Public Health|Central Administration|Non Personnel Services|Rents & Leases-Equipment|Rents & Leases-Equipment-Budget,29297
Community Health|Public Health|Central Administration|Non Personnel Services|Taxes, Licenses & Permits,15736
Community Health|Public Health|Central Administration|Non Personnel Services|Taxes, Licenses & Permits|Taxes, Licenses & Permits-Budget,15736
Community Health|Public Health|Central Administration|Non Personnel Services|Training,912557
Community Health|Public Health|Central Administration|Non Personnel Services|Training|Training - Budget,412557
Community Health|Public Health|Central Administration|Non Personnel Services|Training|Training Costs Paid to Vendors,500000
Community Health|Public Health|Central Administration|Non Personnel Services|Travel,40893
Community Health|Public Health|Central Administration|Non Personnel Services|Travel|Air Travel - Employees,17250
Community Health|Public Health|Central Administration|Non Personnel Services|Travel|Non-Air Travel - Employees,9643
Community Health|Public Health|Central Administration|Non Personnel Services|Travel|Travel-Budget,14000
Community Health|Public Health|Central Administration|Overhead,-1038638
Community Health|Public Health|Central Administration|Overhead|Overhead,-1038638
Community Health|Public Health|Central Administration|Overhead|Overhead|Department Overhead,-1038638
Community Health|Public Health|Central Administration|Programmatic Projects,23303909
Community Health|Public Health|Central Administration|Programmatic Projects|Programmatic Projects-Budget,23303909
Community Health|Public Health|Central Administration|Programmatic Projects|Programmatic Projects-Budget|Programmatic Projects-Budget,23303909
Community Health|Public Health|Central Administration|Project Carryforward Budgets Only,25000000
Community Health|Public Health|Central Administration|Project Carryforward Budgets Only|Programmatic Projects-Cfwd Budget Only,25000000
Community Health|Public Health|Central Administration|Project Carryforward Budgets Only|Programmatic Projects-Cfwd Budget Only|Programmatic Projects-Budget-Cfwd,25000000
Community Health|Public Health|Central Administration|Salaries,59253944
Community Health|Public Health|Central Administration|Salaries|Holiday Pay,61666
Community Health|Public Health|Central Administration|Salaries|Holiday Pay|Holiday Pay - Misc,61666
Community Health|Public Health|Central Administration|Salaries|Overtime,148871
Community Health|Public Health|Central Administration|Salaries|Overtime|Overtime - Misc,148871
Community Health|Public Health|Central Administration|Salaries|Permanent Salaries-Misc,54729934
Community Health|Public Health|Central Administration|Salaries|Permanent Salaries-Misc|Misc-Regular,54729934
Community Health|Public Health|Central Administration|Salaries|Permanent Salaries-Nurses,2827803
Community Health|Public Health|Central Administration|Salaries|Permanent Salaries-Nurses|Nurses-Regular,2827803
Community Health|Public Health|Central Administration|Salaries|Premium Pay,250014
Community Health|Public Health|Central Administration|Salaries|Premium Pay|Premium Pay - Misc,250014
Community Health|Public Health|Central Administration|Salaries|Temp Salaries-Misc,1050333
Community Health|Public Health|Central Administration|Salaries|Temp Salaries-Misc|Temp-Regular-Misc,1050333
Community Health|Public Health|Central Administration|Salaries|Temp Salaries-Nurses,185323
Community Health|Public Health|Central Administration|Salaries|Temp Salaries-Nurses|Temp-Regular-Nurses,185323
Community Health|Public Health|Central Administration|Services of Other Depts,24159021
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds),24159021
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|EF-PUC-Admin Svc,10500
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|EF-PUC-Water Charges,15426
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|Enterprise Agreement,2526605
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-CON-Financial Systems,431260
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-CON-Internal Audits,1841276
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Chf-Youth Works,176904
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-City Attorney-Legal Services,169297
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Environment,26523
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-HR-Client Srvs/Recruit/Assess,165464
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-HR-Workers' Comp Claims,654309
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-PUC-Light Heat & Power,70341
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Purch-Mail Services,102701
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Rent Paid to Real Estate,209253
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Risk Management Services (AAO),11883
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Sheriff,220289
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-TIS-Telephone(AAO),1167624
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|Gf-Con- Information System Ops,1978250
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-Purch-Central Shops-Auto Maint,25331
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-Purch-Central Shops-Fuel Stock,13806
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-Purch-Reproduction,29882
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-Purch-Vehicle Leasing (AAO),12368
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-TIS-ISD Services,700019
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-TIS-ISD Services-Infrastructure Cost,12577820
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|Leases Paid To Real Estate,468930
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|PUC Sewer Service Charges,22518
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|SR-CSS-Child Support Services,460071
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|SR-DPW-Building Repair,42289
Community Health|Public Health|Central Administration|Services of Other Depts|Services of Other Depts (AAO Funds)|TIS-SFGTV Services (AAO),28082
Community Health|Public Health|Central Administration|Transfer Adjustments-Uses,-1175220
Community Health|Public Health|Central Administration|Transfer Adjustments-Uses|Transfer Adjustments-Uses,-1175220
Community Health|Public Health|Central Administration|Transfer Adjustments-Uses|Transfer Adjustments-Uses|Transfer Adjustments-Uses (Citywide),-1175220
Community Health|Public Health|Children's Baseline,42749373
Community Health|Public Health|Children's Baseline|Allocated Charges,14991224
Community Health|Public Health|Children's Baseline|Allocated Charges|Allocated Charges,14991224
Community Health|Public Health|Children's Baseline|Allocated Charges|Allocated Charges|Allocated Charges-Specific Sources,14991224
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits,6834709
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Dental Coverage,213791
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,213791
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Health Service,2155088
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,1670109
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Health Service|Health Service-City Match,484979
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Other Fringe Benefits,63129
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Other Fringe Benefits|Flexible Benefit Package,2521
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,60418
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Other Fringe Benefits|Other Fringe Benefits,190
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Retirement,3232693
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Retirement|Retire City Misc,3232693
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Social Security,1122992
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),870465
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),252527
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Unemployment Insurance,47016
Community Health|Public Health|Children's Baseline|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,47016
Community Health|Public Health|Children's Baseline|Materials & Supplies,770507
Community Health|Public Health|Children's Baseline|Materials & Supplies|Food,34000
Community Health|Public Health|Children's Baseline|Materials & Supplies|Food|Food,34000
Community Health|Public Health|Children's Baseline|Materials & Supplies|Materials & Supplies Budget Only,736507
Community Health|Public Health|Children's Baseline|Materials & Supplies|Materials & Supplies Budget Only|Materials & Supplies-Budget,736507
Community Health|Public Health|Children's Baseline|Non Personnel Services,17057637
Community Health|Public Health|Children's Baseline|Non Personnel Services|Employee Expenses,12000
Community Health|Public Health|Children's Baseline|Non Personnel Services|Employee Expenses|Employee Field Expenses-Budget,12000
Community Health|Public Health|Children's Baseline|Non Personnel Services|Maintenance Svcs-Building & Structures,3400
Community Health|Public Health|Children's Baseline|Non Personnel Services|Maintenance Svcs-Building & Structures|Maint Svcs-Buildings & Impvts-Budget,3400
Community Health|Public Health|Children's Baseline|Non Personnel Services|Maintenance Svcs-Equipment,27500
Community Health|Public Health|Children's Baseline|Non Personnel Services|Maintenance Svcs-Equipment|Maint Svcs-Equipment-Budget,27500
Community Health|Public Health|Children's Baseline|Non Personnel Services|Other Current Expenses,19153
Community Health|Public Health|Children's Baseline|Non Personnel Services|Other Current Expenses|Other Current Expenses - Budget,19153
Community Health|Public Health|Children's Baseline|Non Personnel Services|Professional & Specialized Services,16995424
Community Health|Public Health|Children's Baseline|Non Personnel Services|Professional & Specialized Services|Professional & Specialized Svcs-Budget,16995424
Community Health|Public Health|Children's Baseline|Non Personnel Services|Taxes, Licenses & Permits,160
Community Health|Public Health|Children's Baseline|Non Personnel Services|Taxes, Licenses & Permits|Taxes, Licenses & Permits-Budget,160
Community Health|Public Health|Children's Baseline|Salaries,17415167
Community Health|Public Health|Children's Baseline|Salaries|Holiday Pay,20828
Community Health|Public Health|Children's Baseline|Salaries|Holiday Pay|Holiday Pay - Misc,20828
Community Health|Public Health|Children's Baseline|Salaries|Permanent Salaries-Misc,6204618
Community Health|Public Health|Children's Baseline|Salaries|Permanent Salaries-Misc|Misc-Regular,6204618
Community Health|Public Health|Children's Baseline|Salaries|Permanent Salaries-Nurses,10740727
Community Health|Public Health|Children's Baseline|Salaries|Permanent Salaries-Nurses|Nurses-Regular,10740727
Community Health|Public Health|Children's Baseline|Salaries|Premium Pay,138248
Community Health|Public Health|Children's Baseline|Salaries|Premium Pay|Premium Pay - Misc,138248
Community Health|Public Health|Children's Baseline|Salaries|Temp Salaries-Misc,146703
Community Health|Public Health|Children's Baseline|Salaries|Temp Salaries-Misc|Temp-Regular-Misc,146703
Community Health|Public Health|Children's Baseline|Salaries|Temp Salaries-Nurses,164043
Community Health|Public Health|Children's Baseline|Salaries|Temp Salaries-Nurses|Temp-Regular-Nurses,164043
Community Health|Public Health|Children's Baseline|Transfer Adjustments-Uses,-14319871
Community Health|Public Health|Children's Baseline|Transfer Adjustments-Uses|Transfer Adjustments-Uses,-14319871
Community Health|Public Health|Children's Baseline|Transfer Adjustments-Uses|Transfer Adjustments-Uses|Transfer Adjustments-Uses (Citywide),-14319871
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth,33316635
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Mandatory Fringe Benefits,8166951
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Mandatory Fringe Benefits|Dental Coverage,240699
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,240699
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Mandatory Fringe Benefits|Health Service,2440407
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,1846282
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Mandatory Fringe Benefits|Health Service|Health Service-City Match,594125
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Mandatory Fringe Benefits|Other Fringe Benefits,148381
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Mandatory Fringe Benefits|Other Fringe Benefits|Flexible Benefit Package,10127
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,71795
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Mandatory Fringe Benefits|Other Fringe Benefits|Other Fringe Benefits,66459
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Mandatory Fringe Benefits|Retirement,3849751
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Mandatory Fringe Benefits|Retirement|Retire City Misc,3849751
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Mandatory Fringe Benefits|Social Security,1430340
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),1122244
