Community Health,1547946103
Community Health|Public Health,1547946103
Community Health|Public Health|Central Administration,142352468
Community Health|Public Health|Central Administration|Charges for Services,1815735
Community Health|Public Health|Central Administration|Charges for Services|Net Patient Revenue,133000
Community Health|Public Health|Central Administration|Charges for Services|Net Patient Revenue|Medical Cannabis Id Card,133000
Community Health|Public Health|Central Administration|Charges for Services|Outpatient Revenues,1309000
Community Health|Public Health|Central Administration|Charges for Services|Outpatient Revenues|Medi-Cal TCM/MAA,1309000
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges,373735
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges|Birth Certificate Fee,71135
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges|Death Certificate Fee,184350
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges|Misc Public Health Revenue,250
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges|Other Health Fee,100000
Community Health|Public Health|Central Administration|Charges for Services|Public Health Charges|Removal Permit Fee,18000
Community Health|Public Health|Central Administration|Expenditure Recovery,526322
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds,526322
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Services (AAO),334614
Community Health|Public Health|Central Administration|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr ISD (AAO),191708
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal,1536306
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal|Federal-Other,1536306
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal|Federal-Other|Federal Grants Pass-Through State/Other,440791
Community Health|Public Health|Central Administration|Intergovernmental Revenues-Federal|Federal-Other|Recovery Indirect Grant Costs,1095515
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State,33289200
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State|State-Health & Welfare Sales Tax,7100500
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State|State-Health & Welfare Sales Tax|Health/Welfare Sales Tax Allocation,7100500
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State|State-Health & Welfare Veh License Fees,26188700
Community Health|Public Health|Central Administration|Intergovernmental Revenues-State|State-Health & Welfare Veh License Fees|Motor Veh Lic Fee-Realignment Fund,26188700
Community Health|Public Health|Central Administration|Operating Transfers In,105588977
Community Health|Public Health|Central Administration|Operating Transfers In|Other Operating Transfers In (Oti),105588977
Community Health|Public Health|Central Administration|Operating Transfers In|Other Operating Transfers In (Oti)|OTI Fr 5H-General Hospital Fund,105545357
Community Health|Public Health|Central Administration|Operating Transfers In|Other Operating Transfers In (Oti)|OTI Fr 5L-Laguna Honda Hospital Funds,43620
Community Health|Public Health|Central Administration|Rents & Concessions,122250
Community Health|Public Health|Central Administration|Rents & Concessions|Other City Property Rentals,96210
Community Health|Public Health|Central Administration|Rents & Concessions|Other City Property Rentals|Other City Property Rentals,96210
Community Health|Public Health|Central Administration|Rents & Concessions|Parking Garage/Lot Rentals,26040
Community Health|Public Health|Central Administration|Rents & Concessions|Parking Garage/Lot Rentals|Employee Parking,26040
Community Health|Public Health|Central Administration|Transfer Adjustments-Sources,-526322
Community Health|Public Health|Central Administration|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-526322
Community Health|Public Health|Central Administration|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-526322
Community Health|Public Health|Children's Baseline,0
Community Health|Public Health|Children's Baseline|Expenditure Recovery,12631770
Community Health|Public Health|Children's Baseline|Expenditure Recovery|Recovery for Svcs to AAO Funds,12631770
Community Health|Public Health|Children's Baseline|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Child,Youth & Fam (AAO),2396459
Community Health|Public Health|Children's Baseline|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Children Youth & Familie(AAO),3625479
Community Health|Public Health|Children's Baseline|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Children and Families (AAO),2290562
Community Health|Public Health|Children's Baseline|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Services (AAO),4280370
Community Health|Public Health|Children's Baseline|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Juvenile Court (AAO),38900
Community Health|Public Health|Children's Baseline|Transfer Adjustments-Sources,-12631770
Community Health|Public Health|Children's Baseline|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-12631770
Community Health|Public Health|Children's Baseline|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-12631770
Community Health|Public Health|Comm Hlth - Comm Support - Housing,2193064
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Charges for Services,1000177
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Charges for Services|Public Health Charges,1000177
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Charges for Services|Public Health Charges|Misc Public Health Revenue,1000177
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Expenditure Recovery,473000
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Expenditure Recovery|Recovery for Svcs to AAO Funds,473000
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Services (AAO),473000
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Intergovernmental Revenues-Federal,1192887
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Intergovernmental Revenues-Federal|Federal-Other,1192887
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Intergovernmental Revenues-Federal|Federal-Other|Federal Direct Grant,1192887
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Transfer Adjustments-Sources,-473000
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-473000
Community Health|Public Health|Comm Hlth - Comm Support - Housing|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-473000
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth,15105834
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Charges for Services,1592087
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Charges for Services|Outpatient Revenues,1585587
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Charges for Services|Outpatient Revenues|Child Health & Disability Prevention,10000
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Charges for Services|Outpatient Revenues|Medi-Cal CCS Therapy Unit,50000
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Charges for Services|Outpatient Revenues|Medi-Cal O/P Gross Charges,35587
